;sent_index;sent_text;def
657;278;Каждое из этих направлений можно считать уже достаточно оформившимся в современной лингвистике, все они имеют свои методические принципы (объединяет их все прежде всего теоретическое представление о концепте как единице сознания) и все они имеют своих сторонников среди лингвистов-когнитологов, их представляют достаточно известные научные школы.;0
658;279;"Когнитивная лингвистика подразделяется на три основных раздела:  Когнитивная семантика, занимающаяся в первую очередь лексической семантикой; Когнитивная грамматика, занимающаяся главным образом синтаксисом, морфологией и остальными областями языкознания, связанными с грамматикой; Когнитивная фонология.Интересующие когнитивную лингвистику аспекты когниции включают в себя:  Конструктивную грамматику и Когнитивную грамматику; Концептуальную метафору и концептуальное смешение; Концептуальную организацию: Категоризация, Метонимия, Рамочная семантика, и Иконичность. Когнитивная лингвистика, в большей степени, чем генеративная лингвистика, пытается соединить в единое целое эти направления.";0
659;280;Сложности возникают в связи с тем, что терминология когнитивной лингвистики ещё не устоялась окончательно, поскольку это относительно новая область исследований, а также по причине контактов с другими дисциплинами.;0
660;281;Разработки когнитивной лингвистики становятся признанными способами анализа литературных текстов.;0
661;282;Когнитивная поэтика стала важной частью современной стилистики.;0
662;283;Лучшей книгой по этой дисциплине остаётся Cognitive Poetics Питера Стокуэлла.;0
663;287;В задачи морфологии, таким образом, входит определение слова как особого языкового объекта и описание его внутренней структуры.;0
664;288;Морфология, согласно преобладающему в современной лингвистике пониманию её задач, описывает не только формальные свойства слов и образующих их морфем.;0
665;290;Но и те грамматические значения, которые выражаются внутри слова (или «морфологические значения»).;0
666;291;В соответствии с этими двумя крупными задачами, морфологию часто делят на две области: «формальную» морфологию, или морфемику, в центре которой находятся понятия слова и морфемы, и грамматическую семантику, изучающую свойства грамматических морфологических значений и категорий (то есть морфологически выражаемое словообразование и словоизменение языков мира).;0
667;293;Так, выражение испанская морфология соотносится с частью испанской грамматики, в которой изложены соответствующие правила испанского языка.;0
668;295;"Морфология вместе с синтаксисом составляют грамматику; но этот последний термин часто употребляется и в более узком смысле, практически как синоним морфологии («грамматическое значение», «грамматическая категория»).";0
669;296;Ряд лингвистических концепций (особенно генеративистских) не выделяет морфологию как отдельный уровень языка (таким образом, после фонологии начинается сразу синтаксис).;0
670;297;Морфология включает в себя:  учение о словоизменении в языке, парадигмах, словоизменительных типах.;0
671;298;Это обязательная составляющая морфологии, и именно с составления парадигм (таблиц склонения и спряжения) исторически началась лингвистика вообще (в древнем Вавилоне).;0
672;299;грамматическую семантику, то есть учение о грамматических значениях.;0
673;300;"Традиционно (например, в XIX веке) грамматическая семантика не включалась в морфологию; в разделе грамматик «морфология» приводились только способы образования форм и образцы парадигм, а сведения о семантике («употреблении» форм) относились к синтаксису.";0
674;301;В XX веке грамматическая семантика является уже неотъемлемой частью морфологии.;0
675;302;учение о частях речи, при выделении которых задействованы не только морфологические (в узком смысле), но и синтаксические и семантические критерии.;0
676;303;учение о словообразовании, стоящее на границе морфологии и лексикологии.;0
677;304;общие понятия о морфологии морфологическую типологию.;0
678;305;Тесная связь понятий морфологии и слова (в этом же значении часто употребляется более точный термин «словоформа») ставит само существование морфологии в зависимость от существования слов в конкретном языке.;0
679;306;Между тем, это понятие является одним из самых противоречивых в лингвистике и, скорее всего, не универсальным.;0
680;307;Иначе говоря, слово — это такой объект, который существует, по-видимому, не во всех языках, а значит, не во всех языках существует и морфология как самостоятельный раздел грамматики.;0
681;308;В языках, не имеющих (или почти не имеющих) слов, морфология не может быть разграничена с синтаксисом: у неё не остаётся ни самостоятельного объекта, ни самостоятельной проблематики.;0
682;309;Не давая в данном случае точного определения слова, можно указать на то важнейшее свойство, которое составляет его природу.;0
683;311;"Слово отличается от сочетания слов тем, что по крайней мере некоторые его элементы не могут употребляться в синтаксически изолированной позиции (например, фигурировать в качестве ответа на вопрос); кроме того, элементы внутри слова связаны друг с другом гораздо более жёсткими и прочными связями, чем элементы предложения (то есть слова).";0
684;312;Чем больше в языке степень контраста между жёсткостью внутрисловных и межсловных связей, тем более отчётливой и хорошо выделимой единицей является слово в данном языке.;0
685;313;К таким «словесным» языкам относятся, например, классические индоевропейские языки (латинский, древнегреческий, литовский, русский).;0
686;329;Этот факт наглядно свидетельствует в пользу того, что морфологические и синтаксические правила должны составлять два разных «грамматических модуля», а следовательно, в описании языка морфология должна существовать на правах самостоятельного раздела.;0
687;330;Описание слова не может и не должно производиться в тех же терминах, что описание предложения.;0
688;331;Морфология изучает структуру значимых единиц языка.;0
689;332;Главное основание — членимость словоформы на меньшие знаковые единицы.;0
690;334;Вслед за В. В. Виноградовым морфологию часто называют «грамматическим учением о слове».;0
691;335;Грамматическими свойствами слов являются грамматические значения, средства выражения грамматических значений, грамматические категории.;0
692;338;Грамматическое значение сопровождает лексическое значение, накладывается на него, иногда грамматическое значение ограничено в своём проявлении определёнными лексическими группами слов.;0
693;339;Грамматические значения выражаются аффиксальными морфемами, служебными словами, значащими чередованиями и другими средствами.;0
694;340;Каждое грамматическое значение получает в языке специальное средство выражения — грамматический показатель (формальный показатель).;0
695;341;Грамматические показатели можно объединить в типы, которые условно можно назвать грамматическими способами, способами выражения грамматического значения.;0
696;342;"Грамматический способ аффиксации состоит в использовании аффиксов для выражения грамматического значения: книг-и; чита-л-и.";0
697;344;По положению относительно корня выделяют следующие виды аффиксов: префиксы, постфиксы, инфиксы, интерфиксы, циркумфиксы.;0
698;345;Грамматический способ служебных слов заключается в использовании служебных слов для выражения грамматического значения: буду читать, прочитал бы.;0
699;346;Грамматический способ — супплетивизм.;0
700;348;В одну грамматическую пару объединяются разнокорневые слова.;0
701;349;Лексическое значение у них одно и то же, а различие служит для выражения грамматического значения.;0
702;989;При близком взаимодействии носителей разных языков их языки нередко воздействуют друг на друга, как минимум на индивидуальном уровне.;0
703;990;Языковой контакт в широком смысле может происходить на языковой границе, между адстратными языками или в результате миграции, в результате чего новый для носителя язык может оказаться как суперстратом (поглотившим прежний) или субстратом.;0
704;991;В ходе языковых контактов могут иметь место различные феномены — в их числе такие, как конвергенция языков, заимствование, кальки и релексификация.;0
705;992;Результатами интенсивных языковых контактов являются пиджины, креолизация, переключение кодов и смешанные языки.;0
706;995;Компьютерная лингвистика частично пересекается с обработкой естественных языков.;0
707;996;Однако в последней акцент делается не на абстрактные модели, а на прикладные методы описания и обработки языка для компьютерных систем.;0
708;997;Полем деятельности компьютерных лингвистов является разработка алгоритмов и прикладных программ для обработки языковой информации.;0
709;999;Её история началась в Соединённых Штатах Америки в 1950-х годах.;0
710;1000;С изобретением транзистора и появлением нового поколения компьютеров, а также первых языков программирования, начались эксперименты с машинным переводом, особенно русских научных журналов.;0
711;1001;В 1960-х годах подобные исследования проводились и в СССР (например, статья о переводе с русского на армянский в сб. «Проблемы кибернетики» за 1964 год).;0
712;1003;Однако качество машинного перевода до сих пор сильно уступает качеству перевода, произведённого человеком.;0
713;1004;В 2021 году качество машинного перевода переводчика Гугл уже не столь сильно уступало качеству перевода, сделанного человеком.;0
714;1005;С 15 по 21 мая 1958 года в I МГПИИЯ состоялась первая Всесоюзная конференция по машинному переводу.;0
715;1006;Оргкомитет возглавляли В. Ю. Розенцвейг и ответственный секретарь Оргкомитета Г. В. Чернов.;0
716;1007;Полностью программа конференции опубликована в сборнике «Машинный перевод и прикладная лингвистика».;0
717;1010;Как вспоминает В. Ю. Розенцвейг, опубликованный сборник тезисов конференции попал в США и произвёл там большое впечатление.;0
718;1011;В апреле 1959 года в Ленинграде состоялось I Всесоюзное совещание по математической лингвистике, созванное Ленинградским университетом и комитетом прикладной лингвистики.;0
719;1012;Главным организатором Совещания был Н. Д. Андреев.;0
720;1013;В Совещании приняли участие ряд видных математиков, в частности, С. Л. Соболев, Л. В. Канторович (впоследствии — Нобелевский лауреат) и А. А. Марков (последние двое выступали в прениях).;0
721;1014;В. Ю. Розенцвейг выступил в день открытия Совещания с программным докладом «Общая лингвистическая теория перевода и математическая лингвистика».;0
722;1042;Приставки используются во многих языках, и нередко происходят от предлогов, следовательно, имеют такое же значение, как и соответствующий предлог.;0
723;1043;Приставки русского языка делятся на три группы.;0
724;1044;Приставки первой группы всегда пишутся одинаково, независимо от произношения.;0
725;1045;Это приставки: в- (во-), взо-, вне-, внутри-, возо-, вы-, до-, еже-, за-, зако-, изо-, испод-, к-, кое-, ку-, меж- (междо-, между-), на-, над- (надо-), наи-, не-, недо-, ни-, низо-, о-, об- (обо-), около-, от- (ото-), па-, пере-, по-, под- (подо-), поза-, после-, пра-, пред- (преди-, предо-), про-, противо-, разо-, с- (со-), сверх-, среди-, су-, тре-, у-.;0
726;1046;Приставки второй группы — все приставки, оканчивающиеся на З и С (кроме приставки с-): без-/бес-, вз-/вс-, воз-/вос-, из-/ис-, низ-/нис-, обез-/обес-, раз-/рас-, роз-/рос-, через-/черес- (чрез-/чрес-).;0
727;1047;Приставки, относящиеся к третьей группе: пре- и при-.;0
728;1048;В российской школьной традиции приставка указывается значком ¬ над ней.;0
729;1049;Всего в русском языке имеется 66 приставок.;0
730;1051;Специализируется на решении практических задач, связанных с изучением языка, а также на практическом использовании лингвистической теории в других областях.;0
731;1052;Как самостоятельная дисциплина со своим аппаратом и терминологией, прикладная лингвистика наиболее распространена в англоязычных странах и азиатско-тихоокеанском регионе, при этом по смыслу она почти целиком совпадает с лингводидактикой, с некоторым привлечением корпусной лингвистики.;0
732;1053;Такие сферы, как переводоведение, компьютерная лингвистика, лингвистическая экспертиза, в англоязычных странах обычно рассматриваются как дисциплины, отдельные от прикладной лингвистики.;0
733;1054;Существенным фактором для европейско-российской традиции является широкое проникновение методов и терминологии теоретической лингвистики, тогда как в англоязычном мире теоретическая и прикладная лингвистика имеют во многом различный терминологический аппарат.;0
734;1060;Крупнейшей в России конференцией по прикладной лингвистике является Диалог.;0
735;1061;Поскольку в англоязычных странах прикладная лингвистика рассматривается как раздел педагогики, публикации в её сфере следуют стилю АПА, а не принятому у большинства лингвистов стилю LSA (подробнее см. Стили цитирования).;0
736;1074;Модальность является языковой универсалией, принадлежит к числу основных категорий естественного языка.;0
737;1075;Понятие модальность пришло из классической формальной логики, откуда лингвистика заимствовала и другие понятия.;0
738;1077;Балли позаимствовал термины диктум и модус из схоластики и использовал их для обозначения объективной и субъективной части суждения.;0
739;1080;Актуализационные категории модуса выражают отношение сообщения (пропозитивного содержания) к действительности.;0
740;1081;"К ним относятся:  модальность — с точки зрения реальности / нереальности; Модальность действительности означает, что содержание высказывания, с точки зрения говорящего лица, соответствует объективной реальности: субъект излагает сообщаемое как реальный и достоверный факт.";0
741;1082;Модальность недействительности наоборот означает, что говорящий излагает сообщаемое как возможное, желаемое, предположительное, сомнительное и т. д., то есть как не реальное.;0
742;1085;Точка отсчета — момент речи.;0
743;1086;Временная локализация проявляется в противопоставлении: сейчас — до — после.;0
744;1088;Квалификативные категории модуса выражают отношение говорящего к событиям и информации о них.;0
745;1090;Она проявляется в оппозиции «свое/чужое».;0
746;1112;Из числа специальностей, входящих в Перечень направлений подготовки (специальностей) высшего профессионального образования, утверждённого Министерством образования и науки России, к лингвистическим (включая педагогические) можно отнести:  030000 ГУМАНИТАРНЫЕ НАУКИ 050000 ОБРАЗОВАНИЕ И ПЕДАГОГИКА    Министерством образования и науки России утверждён следующий список специальностей научных работников в рамках раздела 10.02.00 «Языкознание»:  10.02.01 — Русский язык 10.02.02 — Языки народов Российской федерации (с указанием конкретного языка или языковой семьи) 10.02.03 — Славянские языки 10.02.04 — Германские языки 10.02.05 — Романские языки 10.02.14 — Классическая филология, византийская и новогреческая филология 10.02.19 — Теория языка 10.02.20 — Сравнительно-историческое, типологическое и сопоставительное языкознание 10.02.21 — Прикладная и математическая лингвистика 10.02.22 — Языки народов зарубежных стран Европы, Азии, Африки, аборигенов Америки и Австралии (с указанием конкретного языка или языковой семьи). По соответствующим специальностям российские учёные могут защищать кандидатские и докторские диссертации.;0
747;1118;"Лингвистика не всегда включается в филологию: во-первых, лингвистика не обязательно исследует тексты, во-вторых, не всегда затрагивает культурологическую сторону вопроса (хотя связь языка и культуры — актуальная лингво-философская проблема); для лингвистики характерна бо́льшая близость к точным наукам, чем для других дисциплин, традиционно относимых к филологии.";0
748;1119;"В России лингвистика (в том числе общее языкознание) обычно изучается на факультетах, именуемых филологическими; в западноевропейских странах и в Америке под филологией подразумевают изучение древних (классическая филология) и средневековых текстов, а изучение языков и особенно теории языка считается отдельной дисциплиной.";0
749;1120;Российская филология — довольно молодая отрасль науки о языке.;0
750;1127;Во всех культурах ранний период истории лингвистики связан с устранением неоднозначности в речи, что в первую очередь требовалось в священных текстах и спорах.;0
751;1132;Самые ранние лингвистические тексты написаны клинописью.;0
752;1133;Их возраст составляет почти 4 тыс. лет.;0
753;1135;В первых веках второго тысячелетия до н. э. в южной Месопотамии возникла грамматическая традиция, которая просуществовала 2.5 тыс. лет.;0
754;1137;Первые лингвистические тексты этой традиции представляли собой списки существительных языка шумеров (о родственных языках шумерского ничего неизвестно), языка религиозных и правовых текстов того времени.;0
755;1138;Вместо шумерского в бытовой речи использовался аккадский, никак с шумерским не связанный.;0
756;1139;Шумерский, однако, просуществовал долгое время, на нём продолжали писать религиозные и правовые тексты, хотя он и изучался жителями Месопотамии как иностранный язык.;0
757;1140;Информация о шумерском языке была записана аккадскими книжниками.;0
758;1141;В течение веков списки слов на шумерском были стандартизированы, переведены на аккадский.;0
759;1142;В этих списках были не только слова в начальной форме, а все формы этого слова.;0
760;1143;Например, для глагола ĝar «положить» были даны 227 форм.;0
761;1144;Лингвистика в Древней Индии возникла из потребности правильно излагать и интерпретировать ведические тексты.;0
762;1145;Уже в древнейшем индийском тексте, который носил название «Ригведа», речь («vāk») обожествлялась.;0
763;1146;К 1200 году до н. э. устное исполнение этих текстов становится стандартизированным, а трактаты о ритуальном чтении предлагают разделить санскритские тексты на слова и фонетические единицы, что даёт толчок для появления морфологии и фонетики.;0
764;1147;Некоторые из самых ранних описаний языка принадлежат индийскому грамматику 4-го века до н. э. Панини, который создал формальное описание санскрита в свое работе «Аштадхьяи» («Восьмикнижие»).;0
765;1148;В течение следующих нескольких веков была достигнута ясность в организации звуковых единиц, что привело к созданию алфавита Брахми в 3-ем веке до н. э. Грамматик Сакатейана предположил, что существительные образованы от глаголов.;0
766;1159;Объём конкретной синтагмы определяется не только реальным употреблением слов в связке, но и самой сочетаемостью — возможностью объединения предметов, признаков и процессов окружающей действительности.;0
767;1160;Минимальной длиной синтагмы следует считать простые словосочетания, однако размер их может достигать целой фразы, поэтому понятия «синтагма» и «словосочетание» не всегда совпадают.;0
768;1161;Несколько другое понимание термина обнаруживается в фонетике, где синтагмой именуется относительно законченный по смыслу отрезок речевой цепи, границы которого определяются только просодическими средствами.;0
769;1164;Обычно выделяют два основных залога.;0
770;1165;Прямой залог выражает прямую диатезу — то есть объект является дополнением, а субъект — подлежащим.;0
771;1166;Косвенный же (или производный) залог (точнее группа залогов) отражает грамматически в предложении какую-либо иную схему диатезы.;0
772;1167;"Основные функции косвенных залогов:  «развёртывание» ситуации — объект становится подлежащим, а субъект — дополнением; акцентирование внимания на одном из участников ситуации в ущерб другому.";0
773;1169;Страдательный залог — показывает претерпевание объектом какого-либо действия («храм воздвигнут»).;0
774;1170;Он также может обозначать и результат такого действия («Письмо написано мной»).;0
775;1171;В некоторых языках (в филиппинском, японском и др.) процессу пассивизации может подвергаться не только прямое дополнение, но и, к примеру, косвенный объект или обстоятельство.;0
776;1176;В этом случае участники попеременно выступают объектами и субъектами какого-либо действия (аналогичные ситуации выражаются русскими глаголами «встречаться», «обниматься» и пр.).;0
777;1178;(Аналогом в русском могут служить конструкции с глаголами «ругаться», «кусаться» и пр.).;0
778;1179;Этот залог есть в древнегреческом языке.;0
779;1181;Показывает самодостаточное действие субъекта или состояние, наступившее в результате такого действия (в русском языке этому соответствуют конструкции типа: он упился квасом, он наелся пирогами и т. д.).;0
780;1185;Встречается в монгольском языке.;0
781;1187;Отсутствие в позиции подлежащего субъекта действия позволяет сблизить имперсонал с пассивом.;0
782;1189;"В разных языках число залогов различно; в некоторых они отсутствуют вовсе.";0
783;1190;В русском языке лингвистами выделяется от двух до четырех залогов.;0
784;1196;Язык понимается как знаковая система, в которой можно выделить его структурные элементы, и изучается с точки зрения своего формального строения и организации его в целом, а также с точки зрения формального строения образующих его компонентов как в плане выражения, так и в плане содержания.;0
785;1197;Основателем структурной лингвистики принято считать Фердинанда де Соссюра.;0
786;1198;Соссюр разработал свою научную концепцию в оппозиции господствовавшему в тот период подходу к изучению языка, в рамках которого акцент делался не на внутренней структуре языка, а на его форме, отличиях одних языков от других, роли языков в социальных взаимодействиях, зависимости изменений языка от мышления.;0
787;1199;Кроме того, Соссюр критиковал и школу младограмматиков, которые, исследуя определённые аспекты языка, не видели в этом единую систему.;0
788;1200;Базовым положением теоретического подхода Соссюра стал тезис о необходимости изучения языка самого по себе, его внутренних взаимосвязей, зависимости одних его элементов от других.;0
789;1201;Из этого последовало то, что он разделил и саму лингвистику на внешнюю и внутреннюю, где последняя занимается изучением языка как системы.;0
790;1202;Учёный ввёл в лингвистическую науку ряд понятий и бинарных оппозиций.;0
791;1203;Ключевыми категориями стали язык, знак и речь, а наиболее значимыми оппозициями стали речь и язык, синхрония и диахрония, означающее и означаемое и др.;0
792;1204;Они стали основой для работы будущих структуралистских школ.;0
793;1205;Исходя из противопоставления речи и языка, Соссюр считал именно последний самым важным объектом лингвистики.;0
794;1206;Учёный полагал, что язык это весьма устойчивая система, которая изменяется крайне медленно и весьма инертна по отношению ко внешним воздействиям.;0
795;1207;Пространством же постоянных трансформаций и нововведений является именно устная речь, которую не следует отождествлять с языком как системой знаков.;0
796;1208;Из этих положений Соссюр сделал вывод о том, что подлинная наука может изучать язык, а изучение произведений, связанных с речью, не может считаться наукой в полном смысле.;0
797;1210;Она обретает смысл только когда объединяется с другими: буквы в слова, слова — в предложения.;0
798;1212;Именно Соссюр выдвинул тезис о том, что основанием для возникновения знака является единство означающего и означаемого.;0
799;1213;То есть та или иная единица языка является знаком именно тогда, когда называет нечто определённое, вызывает в сознании ту или иную ассоциацию.;0
800;1214;В США у истоков американского структурализма стояли Леонард Блумфилд и Эдуард Сепир.;0
801;1215;В Советском Союзе практическим изучением математической и структурной лингвистики начали еще в студенческие годы в МГУ заниматься Владимир Андреевич Успенский и Вячеслав Всеволодович Ивáнов, в 1950 году придумавшие, а в 1956 году организовавшие семинар по математической лингвистике на филологическом факультете МГУ под названием «Некоторые применения математических методов в языкознании».;0
802;1216;Идею в 1958 году подхватил теоретик языкознания Владимир Андреевич Звегинцев, чтобы создать как собственную кафедру структурной и прикладной лингвистики, так и соответствующую специализацию студентов на филфаке с преподаванием им математики.;0
803;1217;Приём студентов на отделение структурной и прикладной лингвистики (ОСИПЛ) был проведён в 1960 году.;0
804;1218;В 1992 году отделение получило наименование «теоретической и прикладной лингвистики» (ОТИПЛ).;0
805;1219;= Юрий Дереникович Апресян выпустил книгу «Идеи и методы современной структурной лингвистики» в издательстве «Просвещение» в 1966 году.;0
806;1229;Определение языка.;0
807;1230;Теория языка и речи.;0
808;1231;Учение о лингвистическом знаке.;0
809;1232;Теория значимости.;0
810;1233;Системный характер языка.;0
811;1234;Выявления системы языка.;0
812;1235;Отношения языковых единиц.;0
813;1236;Метод анализа языковых единиц.;0
814;1237;Учение о диахронии и синхронии.;0
815;1238;Метод структурного анализа позволяет выявить пути исторического развития внутри структурных отношений.;0
816;1318;Референт некоторого речевого отрезка может принадлежать не только реальному миру, но и воображаемому, например, быть персонажем художественного произведения.;0
817;1319;Термин «референт» ввели Ч. Огден и А. Ричардс в 1923 году, для выделения косвенного характера отношения референта к имени или знаку, связанному с референтом только через понятие.;0
818;1320;В современной лингвистике, логике и философии термин употребляется в другом смысле: референция, как правило, непосредственно связывает референт и указывающий на него знак (имя).;0
819;1322;Термин имеет широкое и узкое трактование.;0
820;1324;Осуществление референции производится посредством референциального выбора.;0
821;1325;Референт слова не изменяется при изменении грамматической формы (числа, определённости/неопределённости и т. п.. например, «машина» — «машины»), но может измениться вслед за изменением лексического значения (например, дискретность/недискретность: «трава» — «травинка»).;0
