sent_index;sent_text;def
k_0105;Значение слова определяется не только его местом в лексико-семантической группе или в семантическом поле, но также и потенциально возможными сочетаниями с другими словами, которые составляют лингвистический контекст.;0
k_0106;На следующем этапе исследования – на этапе контекстного анализа – осуществляется детальное изучение семной структуры отдельных значений каждого из слов, входящих в состав той или иной лексико-семантической группы.;0
k_0107;Набор типовых контекстов для лексической единицы, учитывающий модели лексической и синтаксической сочетаемости данного слова, определяет все множество значений, свойственных лексеме.;0
k_0108;Процедура контекстного анализа сводится к следующему.;0
k_0109;Для каждого вхождения исследуемых слов в текст в его окружении выявлялись те элементы, которые служат индикаторами реализации того или иного варианта семантического признака в значении слова, т. е. элементы, составляющие уточняющий контекст.;0
k_0110;"При этом учитывались средства морфемного, морфологического, лексического и синтаксического уровней; рассматривался как микроконтекст – непосредственное синтаксическое окружение лексической единицы, в котором она способна реализовать свое значение, включаясь в общий смысл фрагмента текста, так и макроконтекст – окружение лексической единицы, не ограниченное синтаксическими зависимостями данного слова и, возможно, выходящее за пределы предложения, то окружение, которое позволяет определить функцию слова в организации текста.";1
k_0111;В итоге каждому вхождению изучаемых слов в текст ставится в соответствие набор сем, описывающий реализуемое в контексте значение.;0
k_0112;Возможности практического применения  компьютерных тезаурусов типа WordNet       Популярность словаря WordNet и его широкое распространение обусловлены тем, что подобный компьютерный тезаурус, являясь одновременно и справочной системой, и инструментом для проведения различных исследований, предоставляет пользователю целый набор ранее недоступных возможностей.;0
k_0113;WordNet породил качественно новые сферы исследований и стимулировал активное развитие уже существующих научных областей, притом не только в лингвистике, но и в педагогике, социологии, психологии, компьютерных технологиях.;0
k_0114;WordNet как одноязычный лексический ресурс       Наиболее активно WordNet применяется в области информационного поиска.;0
k_0115;Данные WordNet удобно использовать для эффективного изменения параметров запроса пользователя за счет парадигматических связей, при этом пользователь имеет возможность включить в запрос все компоненты синсета (куда входит запрошенное слово в интересующем пользователя значении, вместе с его гипонимами и согипонимами), исключив при этом все слова из других синсетов, которые содержат данное слово.;0
k_0116;Также могут использоваться синтагматические связи, причем представление таких связей слов в WordNet дает возможность осуществлять контекстный поиск.;0
k_0117;В данной области информация, хранящаяся в WordNet, применяется также и для решения классической задачи снятия неоднозначности смысла слова (Word Sense Disambiguation).;0
k_0118;Главное преимущество WordNet состоит в том, что поскольку основную роль при разрешении неоднозначности играет контекст рассматриваемого слова, то подобный тезаурус предоставляет во всем объеме информацию о других словах (понятиях), связанных с данным, которые в этом случае должны или не должны появляться в контексте.;0
k_0119;Кроме того, WordNet может использоваться в системах информационного поиска как средство измерения смысловой близости текстов (Similarity Measurement), позволяющее уменьшать количества «шума», выдаваемого при осуществлении поисковых запросов на конкретную тему.;0
k_0120;На кафедре математической лингвистики проводился ряд исследований, посвященных разработке алгоритма для вычисления смысловой близости текстов на основе гиперонимических отношений, содержащихся в WordNet.;0
k_0121;Автоматическая частеречная разметка текста (Part-of-Speech Tagging) допускает привлечение WordNet: опираясь на семантические связи слов, представленные в WordNet, мы можем определять их частеречную принадлежность.;0
k_0122;WordNet можно использовать и как лексикон для формальных грамматик.;0
k_0123;WordNet является удобным формализмом для представления, фиксирования лексического наполнения и семантических отношений в лексике подъязыков (например, медицинских, экономических терминов).;0
k_0124;Многие учреждения в данный момент создают необходимые для своих целей WordNet-представления специальной лексики.;0
k_0125;В лингводидактике WordNet часто используется как эффективное средство для быстрого изучения лексики и раскрытия содержания слов.;0
k_0126;При этом, в зависимости от уровня подготовки изучающего, может варьироваться как количество выдаваемой информации о слове (сам синсет и связанные с ним другие синсеты), так и ее качество (синсеты, связанные с данным различными отношениями).;0
k_0127;WordNet как многоязычный лексический ресурс       При помощи словаря EuroWordNet мы можем сравнивать WordNet-представления для разных языков: можно извлечь информацию об особенностях лексического наполнения языка, общей структуры связей между лексическими единицами и многое другое.;0
k_0128;Удобство использования WordNet в области межъязыковых соответствий обеспечивается тем, что лексика всех языков, представленных в EuroWordNet, объединена при помощи системы межъязыковых индексов (ILI) в одну общую структуру.;1
k_0129;Использовать WordNet для автоматического перевода текстов напрямую не всегда возможно.;0
k_0130;Межъязыковые индексы связывают семантически родственные слова, что в принципе позволяет извлекать так называемые переводные эквиваленты.;0
k_0131;Но в этой области WordNet можно применять лишь как вспомогательное средство, и только в сочетании с системами синтаксического и морфологического анализа.;0
k_0132;Существование межъязыковых индексов позволяет успешно осуществлять поиск необходимой информации на нескольких языках.;0
k_0133;Состояние RussNet на сегодняшний день       С помощью частотных словарей и корпусов текстов нами был проведен отбор наиболее частотной и значимой лексики современого русского языка.;0
k_0134;На данный момент нами обработано более 2,5 тыс. лексико-семантических вариантов (около 1 тыс. существительных, 1 тыс. глаголов, 500 прилагательных), которые организованы приблизительно в 2 тыс. синсетов.;0
k_0135;Построение родовидовых деревьев для русского языка проводится сверху вниз: на первом этапе исследуется определенное количество лексико-семантических групп слов, выявляется структура отношений внутри каждой из групп.;0
k_0136;Затем синонимы организуются в синсеты, для каждой части речи строится набор гипонимических деревьев.;0
k_0137;На следующем этапе фиксируются остальные семантические отношения между синсетами: меронимия, каузация, различные деривационные отношения.;0
k_0138;Синсеты, находящиеся на верхних уровнях иерархии, включаются в понятийную схему RussNet.;0
k_0139;Мы не копируем общую понятийную схему EuroWordNet, но планируем скоординировать полученную нами понятийную схему с уже существующей.;0
k_0140;Пока все данные RussNet хранятся в нескольких разрозненных файлах.;0
k_0141;На данный момент группа студентов занимается разработкой единого XML-формата для представления данных, который позволил бы связать RussNet в единую лексическую базу.;0
k_0142;При этом мы активно используем опыт, накопленный нашими немецкими коллегами при построении WordNet для немецкого языка (GermaNet)1.;1
k_0143;"Представление данных в Индоевропейском Компьютерном Тезаурусе (ThIE)       А.В. Андреев (Институт лингвистических исследований РАН)       В большинстве существующих сегодня проектов по компьютерной обработке данных сравнительно-исторического характера используется один из двух способов представления данных:      реляционная модель (С.А. Старостин);      набор HTML-документов (TITUS).";0
k_0144;Ни один из этих подходов, однако, нельзя признать вполне удовлетворительным.;0
k_0145;Построение грамотной реляционной модели для сравнительно-исторических данных затруднено тем, что большинство связей между сущностями имеют характер «много-ко-многим».;0
k_0146;Например, реконструируемый корень имеет множество рефлексов в разных языках, но, в то же время, одно и то же слово может возводится к разным корням.;0
k_0147;В результате реляционная база данных приобретает вид клубка таблиц, каждая из которых содержит один-два атрибута.;0
k_0148;Кроме того, значительная доля этимологической информации вообще не может быть  фор-       мализована в виде отношений и атрибутов, что вынуждает использовать для нее атрибут «комментарий».;0
k_0149;А это в известной мере нарушает принцип атомарности атрибутов.;0
k_0150;Использование набора HTML-документов, хотя и подкупает простотой решения, но совершенно неадекватно.;0
k_0151;Язык HTML обладает слишком бедным набором выразительных средств: в частности, напрямую в нем можно выразить только односторонние связи.;0
k_0152;Следует упомянуть еще, что ни в реляционной модели, ни в HTML не предусмотрено практически никаких средств для работы с многоязычной информацией.;0
k_0153;Использование Unicode вовсе не является панацеей, как иногда полагают.;0
k_0154;Важно понимать, что Unicode (как и HTML) – это стандарт общего назначения, не рассчитанный на решение лингвистических задач, тем более, сравнительно-исторических.;0
k_0155;Использование других моделей данных, например, сетевой, затруднено отсутствием сколько-нибудь стандартных механизмов работы с ними.;0
k_0156;Кроме того, проблема «комментариев» остается и в этом случае.;0
k_0157;В этой связи стоит обратить внимание на стандарт SGML (ISO 8879:1986).;0
k_0158;Строго говоря, SGML является не языком разметки, а метаязыком для описания таких языков.;0
k_0159;Поэтому использование его в лингвистических целях требует разработки особого SGML-приложения1, которое, впрочем, уже существует.;0
k_0160;Им является формат TEI (Text Encoding Initiative), разрабатываемый с 1987 г. комитетом, объединяющим ученых из США, Канады и ряда европейских стран.;1
k_0161;Этот формат специально предназначен для нужд лингвистов, он необычайно богат – общее количество тегов в нем превышает 1,5 тыс. (для сравнения – в HTML 4.01 их около 100).;0
k_0162;Этот обширный набор включает в себя теги общего назначения (например, выделяющие главы в тексте), теги для лингвистического анализа (например, сегментирующие слова на морфемы), теги для передачи особенностей оригинала и редакторской правки, а также теги для описания связей между различными частями документов и/или документами) и др.;0
k_0163;Что очень важно, TEI принципиально является расширяемым форматом, т. е. легко может быть адаптирован к нуждам конкретной области лингвистики (в нашем случае – сравнительно-исторического языкознания).;0
k_0164;Помимо этого, в нем имеются средства для описания используемых символов.;0
k_0165;TEI, безусловно, не является формальным стандартом, однако используется он достаточно широко – на нем основано не менее 100 проектов.;0
k_0166;В настоящее время более популярен своего рода облегченный вариант SGML под названием XML.;0
k_0167;Отметим, что последняя версия TEI (P4) является полностью XML-совместимой.;0
k_0168;По некоторым причинам, однако, собственно SGML-совместимое форматирование является более компактным, чем XML-совместимое, поэтому мы предпочитаем первое.;0
k_0169;Впрочем, преобразование XML « SGML является совершенно тривиальной задачей.;0
k_0170;Таким образом, с точки зрения пользователя ThIE может представлять собой набор TEI-документов.;0
k_0171;Отметим, что для ускорения поиска, этот набор, снабженный множеством разного рода индексов, образует реляционную базу данных, однако пользователь никогда не будет иметь дело с этой базой данных напрямую.;0
k_0172;Рабочий цикл тезауруса будет иметь следующий вид.;0
k_0173;Пусть в базе данных содержится некоторое множество документов.;0
k_0174;Пользователь формирует запрос на языке, близком к TEI, состоящий содержательно из двух частей: образца для поиска и формата вывода.;0
k_0175;Система производит поиск и выдает результат в виде TEI-документа, причем это может быть один из физически существующих в базе документов, или (скорее всего) объединение фрагментов нескольких документов, однако с точки зрения пользователя дело обстоит так, как будто база данных действительно содержит все мыслимые документы, из которых просто выбирается нужный.;0
k_0176;Такие документы мы назовем виртуальными.;0
k_0177;Формат виртуального документа ограничен, в принципе, только фантазией пользователя: это может быть традиционная словарная статья, или заготовка для статьи журнальной, или что-то другое.;0
k_0178;Далее, пользователь может отредактировать полученный документ, скажем, добавить комментарии, и вернуть его в базу данных.;0
k_0179;При этом виртуальный документ превращается в физический, и может быть использован при дальнейшем поиске.;0
k_0180;Продемонстрируем работу системы на следующем примере.;0
k_0181;Пусть пользователя интересует происхождение латинской морфемы -b- (суффикс имперфекта и будущего времени).;0
k_0195;И.М. Тронский.;0
k_0196;Историческая грамматика латинского языка.;0
k_0197;М., 2001.;0
k_0198;С. 258–259.;0
k_0208;Ю.В. Откупщиков.;0
k_0209;Латинский imperfectum на -(e)ba- // Индоевропейское языкознание и классическая филология IV.;0
k_0210;СПб., 2000.;0
k_0211;С. 85–87.       ...;0
k_0220;Формальная интерпретация представляет собой сетеподобную структуру, которая накладывается поверх собственно текста.;0
k_0221;Тем самым, никакая информация из исходных документов в принципе не теряется.;0
k_0222;В отличие от многих других сетевых моделей, данная разметка позволяет описывать не только связи между сущностями, но и связи между связями, причем не прибегая к громоздким формализмам.;0
k_0223;В рамках TEI возможно провести четкое разграничение исследуемого языка (языков) и метаязыка описания.;0
k_0224;Кроме того, возможно отличить формализацию описания от формализации метаязыка, необходимой для обеспечения работы системы поиска.;0
k_0225;С помощью TEI достаточно легко выражаются формально даже такие сложные отношения, как «морфема -b- восходит к сочетанию *bhū + инфинитив».;0
k_0226;Точно также имеется возможность явно выделять взаимоисключающие интерпретации, причем снабжая их указанием на сторонников того или иного решения.;0
k_0227;Проблемы анализа корпусов параллельных текстов с различной графикой       Л.Н. Беляева (Российский государственный педагогический университет  им. А.И. Герцена)       Переход на подготовку любых текстов в электронном формате, с одной стороны, и доступность персональных компьютеров и сети Интернет, с другой, определили возникновение нового направления – корпусной лингвистики, т. е. лингвистического направления, основанного на исследовании практически бесконечных массивов текстов.;1
k_0228;Это направление предоставляет современному лингвисту и литературоведу совершенно новые возможности исследования языка1.;0
k_0229;Так, с одной стороны, возможность хранения, пополнения и исследования корпусов текстов определила появление нового метода в практике письменного перевода – систем с переводческой памятью.;0
k_0230;С другой стороны, эти массивы дают совершенно новые возможности как для исследований в рамках одного языка (одного функционального стиля, одной тематики, произведений конкретного автора и т. д.), так и для контрастивного исследования параллельных или условно параллельных текстов на разных языках.;0
k_0231;Совершенно по-новому выглядит на этом фоне автоматизированная лексикография, поскольку лексикограф получает возможность выбирать реально используемую лексику и описывать перевод или объем значения на огромном массиве, и делать это не вручную, а с помощью компьютера.;0
k_0232;В этом направлении особое место занимают задачи анализа уже имеющихся корпусов текстов, и создания новых.;0
k_0233;При этом следует отметить, что методы анализа текстов в электронном  формате на русском  языке        разработаны мало, детальных методов анализа нет ни для задач анализа художественных произведений, ни для задач создания выровненных корпусов параллельных текстов.;0
k_0234;Особой задачей в рамках корпусной лингвистики является разработка методов и средств извлечения лексических знаний (распознавание лексических единиц в тексте, выбор комплекса «слово – словосочетание – перевод» из параллельного корпуса текстов), разработка методов и средств представления знаний, специализированных словарей, использование параллельных текстов для создания многоязычных конкордансов.;0
k_0235;Рассмотрим различные аспекты использования корпусной лингвистики при решении задач лексикографии и машинного перевода (МП).;0
k_0236;Наличие большого количества полнотекстовых баз данных, а также выровненных корпусов параллельных текстов привело к возникновению систем автоматизированного создания словарей различного типа.;0
k_0237;При этом задачи подготовки частотных, алфавитных, обратных словников, конкордансов и т. п. являются вполне рутинными и традиционными.;0
k_0238;Новым аспектом является использование лингвистических автоматов для создания и ведения двуязычных лексиконов (резидентных словарей или просто словарей на машинных носителях), а также создание и/или пополнение автоматизированных словарей для систем МП.;0
k_0239;Решение этих задач в большой степени определяется методами выравнивания двуязычных параллельных текстов.;0
k_0240;Использование статистических методов изучения контекста в одном и том же исходном языке дает возможность снятия многозначности слова (что необходимо не только при решении задач МП, но и при создании двуязычного лексикона).;0
k_0241;Такой подход дает возможность уменьшить многозначность слова и подобрать его эквивалент в языке перевода на базе параллельного корпуса текстов1.;0
k_0242;В общем случае отражением семантической связи между словами или словосочетаниями является установление соответствия между предложениями из двух текстов, являющихся переводами друг друга.;0
k_0243;Выравнивание предложений в автоматическом режиме может осуществляться как параллельная сегментация двух текстов, которая обычно осуществляется по предложениям.;0
k_0244;Методы такой сегментации основываются на наблюдении о высокой корреляции между длиной исходного текста и длиной перевода, поэтому можно подсчитать наиболее подобные соответствия между предложениями, основываясь на функции относительной длины кандидатов1.;0
k_0245;"Метод автоматического выравнивания текстов, предложенный М. Саймардом2, основывается еще и на предположении о существовании только шести возможных соответствий между переводными моделями:      одно предложение переводится одним предложением;      два предложения переводятся одним предложением;      одно предложение переводится двумя предложениями;      два предложения переводятся двумя предложениями, но внутренние границы не совпадают;      предложение исходного текста не переводится;      предложение в тексте перевода не имеет эквивалента в оригинале и вводится переводчиком.";0
k_0246;На основе совпадения параграфов текста выделяются пары, соответствующие этим моделям.;0
k_0247;Cоздается би-текстовая карта, где под би-текстом понимается результат выравнивания на уровне всего текста1, а сама карта есть набор пар (x, y), где x и y описывают точное расположение соответствующих друг другу элементов в двух текстах.;1
k_0248;Как правило, в настоящее время метод создания би-текстовой карты используется в системах с текстами на латинице, следовательно, обнаружение родственных слов (cognates) опирается на общую этимологию или подобие в написании слов.;0
k_0249;Предполагается, что слова с одинаковой этимологией часто являются переводами друг друга.;0
k_0250;Программы поиска таких слов в параллельных текстах основываются на понятии подобия (resemblance), подобными считаются слова с совпавшими началами, числа и имена собственные, которые позволяют найти соответствующие друг другу фрагменты текстов2.;0
k_0251;Особым направлением корпусной лингвистики можно считать создание систем с переводческой памятью, реализующих эмпирический подход к переводу.;0
k_0252;Этот подход предполагает использование статистического анализа для формирования перевода «по аналогии» на основе параллельных корпусов текстов.;0
k_0253;Идея хранения ранее сделанных переводов в электронной форме и двуязычном формате впервые была высказана в начале 80-х3, однако сначала это предложение было связано с решением задачи полуавтоматического создания двуязычного конкорданса.;0
k_0254;Необходимость оперативного перевода на множество языков текстов спецификаций и технических описаний, в которых изменения при переходе к новым типам оборудования касаются только незначительного количества параметров и специальных вставок в текст, привлекло внимание к этой идее представителей крупных фирм (XEROX, IBM, AT@T, ISSCO и т. п.)1.;0
k_0255;Основная идея систем МП, использующих перевод «по аналогии», заключается в хранении и постепенном накапливании в памяти компьютера корпусов исходных текстов и переведенных текстов, которые выровнены между собой на различных уровнях (целых фрагментов, предложений, словосочетаний).;0
k_0256;Такого рода параллельные тексты могут накапливаться отдельным переводчиком или переводческим бюро во время своей работы.;0
k_0257;Накапливание таких текстов дает возможность воспроизводить перевод фрагментов, которые уже встречались в корпусе текстов.;0
k_0258;Более того, накапливаются уже отредактированные и правильные переводы, качество которых гарантировано.;0
k_0259;Единственным серьезным ограничением на использование таких систем является их ориентация на перевод текстов конкретной предметной области.;0
k_0260;При переходе к другой предметной области базу параллельных текстов приходится создавать заново.;0
k_0261;Поскольку системы с переводческой памятью реализуют процесс перевода «по образцам», то они могут рассматриваться как «обучающиеся системы», поскольку любое предложение переводится в них только один раз.;0
k_0262;Системы с переводческой памятью могут базироваться либо на непосредственном совпадении слов в уже переведенном и в обрабатываемом предложении, либо на сравнении моделей с одинаковыми синтаксическими функциями, а не c конкретными лексическими единицами2.;0
k_0263;Сравнение по синтаксическим моделям безусловно интереснее, поскольку число совпадающих структур (поддеревьев зависимости) оказывается значительно большим, чем число совпавших последовательностей лексических единиц.;0
k_0264;В то же время, этот метод должен опираться не только на процедуру выравнивания текстов по предложениям, но и на результат разбивки предложений на простые и первичный парсинг простых предложений.;0
k_0265;Кроме того, точность получаемого результата, т. е. право подстановки соответствующего типа перевода, зависит от необходимости лексических трансформаций.;0
k_0266;Подобные трансформации определяются особенностями контрастируемых языков и в конкретных случаях могут сделать преобразование структур недопустимым или маловероятным.;0
k_0267;"Само выравнивание текстов по предложениям представляет собой достаточно сложную задачу часто с множественными решениями, появляющимися в результате:      неоднозначности решения задачи сегментации текста на предложения;      несовпадения деления входного и выходного текста на предложения, возникающего при ручном переводе текстов.";0
k_0268;Поэтому особый интерес вызывает использование таких корпусов текстов, которые сразу создавались как параллельные.;0
k_0269;В странах с двумя государственными языками создание подобных параллельных корпусов текстов имеет уже некоторую историю.;0
k_0270;Примером таких текстов является корпус Hansard – отчеты о дебатах в канадской Палате Общин за три года, которые включают 21,6 млн английских словоупотреблений и 24,1 млн французских словоупотреблений1.;1
k_0271;Этот корпус текстов является совершенно чистым, свободным от ошибок, в то время как большинство текстов, формируемых в результате работы переводчиков, являются зашумленными2.;0
k_0272;Вручную выровненное по предложениям собрание французских и английских официальных текстов, а также текстов научных, технических и даже литературных включает более 400 тыс. словоупотреблений для каждого языка1.;0
k_0273;Процедура, используемая при выполнении перевода, может быть описана следующим образом: система с переводческой памятью пытается обнаружить в массиве исходных текстов предложение, полностью совпадающее с текущим.;0
k_0274;Если такое предложение обнаруживается, исходное предложение получает перевод, в противном случае система «пытается» найти предложение, большая часть которого совпадает с переводимым предложением.;0
k_0275;Степень такого совпадения и процедуры оценки близости предложений определяются в зависимости от конкретной системы с переводческой памятью2.;0
k_0276;Основным принципом работы систем с переводческой памятью является вероятностный анализ параллельных корпусов текстов, который обеспечивает хороший перевод коротких предложений.;0
k_0277;Однако отказ от использования или недостаточность учета синтаксической и семантической информации часто приводит к распознаванию случайных словосочетаний, которые синтаксически и семантически бессмысленны.;0
k_0278;Естественно, применение таких систем может дать очень хороший результат в переводческих бюро больших фирм, где описания изделий или спецификации на системы, находящиеся в производстве и постоянно модернизируемы, изменяются только частично.;0
